id_txt,txt,loi
75,"<div class=""txt""> Dans le cadre de la mise en œuvre d’une isolation ou d’un dispositif énergétique permettant l’amélioration de la performance énergétique du bâtiment, la surélévation de la toiture des bâtiments existants à la date d’approbation du présent règlement peut être autorisée au-dessus du gabarit existant. Cette surélévation doit être entreprise dans le respect des dispositions architecturales originelles du bâtiment, qui le cas échéant doivent être restituées ou adaptées. </div>",NULL
76,"<div class=""txt""> Lorsqu’une construction existante à la date d’approbation du règlement du PLU (18/12/2015) ne respecte pas les dispositions fixées au paragraphe 10-1, les travaux de réhabilitation et ou extension sont autorisés à condition que les hauteurs au point le plus haut de la construction après travaux ne dépassent pas celles existantes à la date d’approbation du règlement du PLU (18/12/2015), sous réserve du respect des autres articles du présent règlement. </div>",NULL
77,"<div class=""txt""> La hauteur des constructions annexes mesurée conformément au paragraphe 10.1. ne peut excéder 3,50 mètres. </div>",NULL
78,"<div class=""txt""><ul><li>Dans les secteurs UCV1 et UCV2, la hauteur des constructions et installations nécessaires aux services aux services publics ou d’intérêt collectif ne pourra excéder 18 m au point le plus haut, nonobstant les dispositions du paragraphe 10.1.2.</li><li>Dans le sous-secteur UCV2a, la hauteur des constructions et installations nécessaires aux services aux services publics ou d’intérêt collectif ne pourra excéder 12 m au point le plus haut, nonobstant les dispositions du paragraphe 10.1.3.</li></ul></div>",NULL
79,"<div class=""txt""> En application de l’article R. 111-21 du code de l’urbanisme, le projet peut être refusé ou n'être accepté que sous réserve de l'observation de prescriptions spéciales si les constructions, par leur situation, leur architecture, leurs dimensions ou l'aspect extérieur des bâtiments ou ouvrages à édifier ou à modifier, sont de nature à porter atteinte au caractère ou à l'intérêt des lieux avoisinants, aux sites, aux paysages naturels ou urbains ainsi qu'à la conservation des perspectives monumentales. <br/><br/></div>",NULL
80,"<div class=""txt""> Les toitures <br/><ul><li>Les combles et toitures doivent présenter une simplicité de volume et une unité de conception.</li><li>Les toitures doivent faire l’objet d’un traitement (volume, matériaux, couleurs) qui garantisse une bonne insertion dans le site.</li><li>Sur les terrains dont les façades sur rue sont identifiées sur le document graphique n°2 par un liseré plein au titre de l’article L. 123-1-5 III 2° du code de l’urbanisme, les toitures doivent être à pente.</li><li>Les cheminées doivent être traitées avec les matériaux et couleurs en harmonie avec ceux de la construction.</li><li>La mise en œuvre de toitures végétalisées, l’installation de système de production d’énergies renouvelables peuvent être admis à condition d'être intégrés de façon harmonieuse à la construction.</li></ul><br/><br/></div>",NULL
81,"<div class=""txt""> Les façades <ul><li>Les façades sur rues doivent être percées de baies.</li><br/><li>L’ensemble des façades des constructions doit présenter un aspect et une couleur en harmonie avec les constructions avoisinantes.</li><br/><li>Les constructions annexes et clôtures doivent être traitées avec soin.</li><br/><li>Les matériaux destinés à être recouverts d’un parement ou d’un enduit, ne peuvent être laissés apparents sur les façades des constructions et sur les clôtures (carreaux de plâtre, parpaings, briques creuses ...).</li><br/><li>Les caissons de volets roulants doivent être installés à l’intérieur des constructions. En cas d’impossibilité, ils doivent être camouflés le plus discrètement possible.</li></ul><br/></div>",NULL
82,"<div class=""txt""> Les façades commerciales <ul><li>Les façades de locaux commerciaux doivent être conçues en harmonie avec les caractéristiques architecturales de l’immeuble dans lequel elles sont situées.</li><br/><li>Dans le cas d’une construction nouvelle, la hauteur des rez-de-chaussée commerciaux doit être au minimum de 3 mètres, calculée depuis la rue.</li><br/><li> Les créations ou modifications de façades doivent respecter les prescriptions suivantes : <ul><li>les percements destinés à recevoir des vitrines doivent s’adapter à l’architecture de l’immeuble concerné ;</li><li>lorsqu’un même commerce est établi sur plusieurs immeubles contigus, les percements de vitrines doivent en respecter les limites séparatives ;</li><li>l’utilisation de manière uniforme de teintes vives est proscrite ;</li><li>lorsqu’une façade commerciale existante présente un intérêt patrimonial ou architectural (modénatures, panneaux en bois travaillés, appareillage en pierres, etc.), celle-ci doit être, sauf impossibilité technique avérée, préservée ou mise en valeur ;</li><li>lorsque le rez-de-chaussée (des constructions nouvelles ou lors d’une modification) doit comporter l’emplacement d’un bandeau destiné à recevoir une enseigne, Il doit être séparé de façon visible du premier étage, en s’inspirant des systèmes traditionnels (corniches, retraits, etc.).</li><li>Il doit également être proportionné à la taille des locaux, du bâtiment et de la rue. Le bandeau doit également se limiter au linéaire des vitrines commerciales ;</li><li>lors de l’installation de rideaux métalliques, les caissons doivent être intégrés dans le gros œuvre et ne pas présenter de saillie en façade. Ces rideaux sont de préférence ajourés.</li></ul></li></ul><br/></div>",NULL
83,"<div class=""txt""> Les descentes d’eaux pluviales <ul><li>Les descentes d’eaux pluviales devront être intégrées dans la composition architecturale de la façade.</li></ul><br/></div>",NULL
84,"<div class=""txt""> Les rampes de parking <ul><li>Les rampes de parking devront être traitées de manière à s’harmoniser avec la construction et les espaces extérieurs.</li></ul><br/></div>",NULL
85,"<div class=""txt""> Les édicules et gaines techniques <ul><li>Les édicules techniques doivent, par le choix des matériaux et des couleurs, être intégrés aux façades et aux toitures où ils se trouvent.</li><br/><li>Les réseaux techniques en toiture ou en terrasse, tels que les ventilations, sont, sauf impossibilité technique avérée, camouflés par un revêtement identique à la façade ou s’harmonisant avec elle.</li></ul><br/></div>",NULL
86,"<div class=""txt""> Les dévoiements des conduits de cheminée <ul><li>Lorsqu’une construction nouvelle vient s’accoler à une ou des constructions existantes moins hautes et qu’un dévoiement des conduits de cheminée ou de ventilation est nécessaire, celui-ci doit faire l’objet d’un traitement architectural afin de n’être pas visible dans le paysage.</li><br/><li>La construction ou le rehaussement du ou des conduits à réaliser ne peut pas être laissé en matériau brut (aluminium, acier inox, etc.).</li></ul><br/></div>",NULL
87,"<div class=""txt""> Les antennes <ul><li>Les infrastructures et les installations doivent être réalisées dans le respect de l’environnement, de la qualité esthétique des lieux et dans les conditions les moins dommageables, tant pour le domaine public que pour le domaine privé.</li><br/><li>Les antennes d’émission ou de réception de signaux radioélectriques (antennes, paraboles, etc.) devront être installées obligatoirement en toiture.</li><br/><li>Lorsqu’elles s’implantent en terrasse, elles doivent être le plus en retrait possible de la façade.</li><br/><li>Elles doivent avoir une couleur qui s’intègre avec la partie de construction sur laquelle elles sont fixées.</li></ul><br/></div>",NULL
88,"<div class=""txt""> Les panneaux solaires ou photovoltaïques <ul><li>Les panneaux solaires doivent être intégrés dans la composition architecturale d’ensemble de la construction et notamment la pente de la toiture, dans le cas où ils sont posés en toiture, ou adossés sur le bâti.</li><br/><li>La création d’un champ de captage doit être le plus homogène possible en regroupant les panneaux solaires. L’implantation doit être la plus basse et discrète possible, qu’elle soit ou non intégrée au bâti, elle doit respecter les critères paysagés ou architecturaux.</li></ul><br/></div>",NULL
89,"<div class=""txt""> Les clôtures participent fortement à la qualité des espaces urbains. A ce titre, leur traitement, le choix des matériaux, les couleurs doivent faire l’objet d’une attention particulière en respectant une harmonie avec les clôtures existantes à proximité. <br/><br/></div>",NULL
90,"<div class=""txt""> L’emploi à nu de matériaux destinés à être recouverts (carreaux de plâtre, briques creuses, parpaings, plaques de béton,...) ou destinés à un autre usage (tôles ondulées, contreplaqué, etc...) est interdit. <br/><br/></div>",NULL
91,"<div class=""txt""> La hauteur totale de la clôture, calculée à partir de la voie ou de l’emprise publique, ne peut dépasser 2 mètres. Sur rue, elle doit être composée d'un ensemble homogène constitué d'un mur bahut d’une hauteur maximale de 1,20 mètres surmonté d’un élément ajouré sur environ 50% de sa surface (grille, barreaudage vertical métallique,etc.). <br/><br/></div>",NULL
92,"<div class=""txt""> Les portails, portillons d’accès et piliers seront de forme simple, pleins ou ajourés, sans excès de surcharge décorative. Leur hauteur ne devra pas excéder 2,20 mètres par rapport au trottoir. <br/><br/></div>",NULL
93,"<div class=""txt""> En cas de mur de soutènement sur rue, les règles précédentes peuvent être adaptées. <br/><br/></div>",NULL
94,"<div class=""txt""> Sur les autres limites séparatives, la hauteur totale de la clôture ne doit pas dépasser 2 mètres, calculés à partir du terrain naturel. <br/><br/></div>",NULL
95,"<div class=""txt""> Des exceptions à ces règles peuvent être autorisées dans les cas suivants : <ul><li>en cas de constructions ou installations nécessaires aux services publics ou d’intérêt collectif, lorsque des raisons techniques ou de sécurité l’imposent ;</li><li>en cas de nuisances sonores et visuelles.</li></ul><br/></div>",NULL
96,"<div class=""txt""> L’architecture (et notamment les modénatures) et la volumétrie des constructions anciennes ou présentant un intérêt architectural doivent être maintenues lors d’un ravalement ou de travaux de réhabilitation. <br/><br/></div>",NULL
97,"<div class=""txt""> Un soin particulier doit être apporté à la préservation, la restauration et le cas échéant la restitution des éléments de modénature spécifiques à la construction. Toute extension, surélévation de bâtiment doit respecter l’architecture d’origine ou faire l’objet d’un traitement architectural contemporain. <br/><br/></div>",NULL
98,"<div class=""txt""> La création de nouveaux percements doit s’intégrer dans la composition des façades (reprise des proportions, du rythme et des éléments de modénature). <br/><br/></div>",NULL
99,"<div class=""txt""> Les murs prévus pour être apparents doivent être préservés (pierre de meulière, brique, etc.). <br/><br/></div>",NULL
100,"<div class=""txt""> La réfection de toiture doit respecter le style de la construction existante. <br/><br/></div>",NULL
101,"<div class=""txt""> Les constructions et façades sur rue repérées sur le document graphique n°2 au titre des dispositions l’article L 123-1-5 III 2° du code de l’urbanisme <br/><br/></div>",NULL
102,"<div class=""txt""> Tous les travaux exécutés sur une construction remarquable faisant l’objet d’une protection au titre de l’article L. 123-1-5 III 2° du code de l’urbanisme doivent être conçus en évitant toute dénaturation des caractéristiques constituant son intérêt esthétique. La démolition de tout ou partie d’une telle construction, et la destruction des éléments architecturaux ou décoratifs caractéristiques des façades, peut être interdite. <br/><br/></div>",NULL
103,"<div class=""txt""> En cas de démolition-reconstruction d’une façade sur rue, identifiée par un liseré plein sur le document graphique n°2, la typologie architecturale de la construction d’origine doit être conservée. <br/><br/></div>",NULL
104,"<div class=""txt""> Lors de toute opération de construction, d'extension, de surélévation ou de changement de destination de locaux, des aires de stationnement doivent être réalisées afin d’assurer, en dehors des voies publiques, le stationnement des véhicules correspondant aux besoins des constructions. Les normes sont définies en fonction de la nature de la construction. Le nombre total de places de stationnement est arrondi au chiffre entier supérieur. <br/><br/></div>",NULL
105,"<div class=""txt""> Pour les constructions de plus de 3 logements ainsi que pour les constructions à destination autre que d’habitation, 80 % au moins des places de stationnement réglementairement exigibles, devront être couvertes dans le volume de la construction ou dans un bâtiment annexe en surface ou enterré, sauf impossibilité technique en cas de création de places de stationnement supplémentaires réglementairement exigées dans le cadre de travaux de réhabilitation et/ou extension d’un bâtiment existant à la date d’approbation du PLU. <br/><br/></div>",NULL
106,"<div class=""txt""> La suppression de toute place de stationnement est interdite sur les terrains existants en cas de division. Elle ne peut être autorisée qu’à condition que la ou les places supprimées soient récréées sur le terrain. <br/><br/></div>",NULL
107,"<div class=""txt""> Les places de stationnement commandées sont interdites. <br/><br/></div>",NULL
108,"<div class=""txt""> Il est imposé : <ul><li> Pour les constructions à destination de bureaux : <ul><li>une place de stationnement par tranche entamée de 50 m2 de surface de plancher, lorsque la construction est située à plus de 500 mètres d’un point de desserte en transport en commun structurante avec interdiction de réaliser plus de places que cette norme imposée.</li><li>Une place de stationnement par tranche entamée de 60 m2 de surface de plancher, lorsque la construction est située à moins de 500 mètres d’un point de desserte en commun structurante avec interdiction de réaliser plus de places que cette norme imposée.</li></ul></li></ul><br/></div>",NULL
109,"<div class=""txt""> Il est exigé au moins : <ul><li><div class=""txt"">  Pour les constructions à destination d’habitation :  <ul><li>Une place par tranche entamée de 60 m2 de surface de plancher en ne dépassant pas 1,9 places par logement.</li><li>Si le projet porte sur la réalisation de logements locatifs sociaux financés avec un prêt aidé par l’Etat, il doit être réalisé au moins une place de stationnement par logement.</li><li>Toutefois pour les constructions de logements locatifs sociaux financés par un prêt aidé par l’Etat situés à moins de 500 mètres autour d’une gare ou d’une station de transport public en site propre et si la qualité de la desserte le permet, il ne sera pas exigé plus de 0,5 place par logement locatif social financé par un prêt aidé par l’Etat et pas plus d’une place pour les autres catégories de logements.</li></ul></div></li><br/><li><div class=""txt"">  Pour les constructions à destination de commerce :  <ul><li>Pour les constructions à destination de commerce dont la surface de plancher est inférieure ou égale à 150 m2, il n’est pas fixé de règle ;</li><li>Pour les constructions à destination de commerce dont la surface de plancher est supérieure à 150 m2 : il est imposé une place par tranche entamée de 40 m2 de surface de plancher avec un minimum de deux places de stationnement. Une place de stationnement dédiée à la livraison doit être réalisée.</li></ul></div></li><br/><li><div class=""txt"">  Pour les constructions à destination d’artisanat :  <ul><li>Pour les constructions à destination d’artisanat dont la surface de plancher est inférieure ou égale à 1 500 m2, il n’est pas fixé de règle ;</li><li>Pour les constructions à destination d’artisanat dont la surface de plancher est supérieure à 1 500 m2, il est imposé une place de stationnement pour les livraisons.</li></ul></div></li><br/><li><div class=""txt"">  Pour les constructions à destination d’hébergement hôtelier :  <ul><li>Une place de stationnement par chambre ;</li><li>Au-delà de 20 chambres, il sera réalisé deux places par tranche entamée de 20 chambres.</li></ul></div></li><br/><li><div class=""txt"">  Pour les constructions et installations nécessaires aux services publics ou d’intérêt collectif:  <ul><li>Le nombre de places de stationnement à réaliser doit être adapté à la nature de l’équipement, à son mode de fonctionnement, à sa localisation sur le territoire communal (proximité des transports en commun, existence de parcs publics de stationnement à proximité, etc.) et au nombre et au type d’utilisateurs concernés.</li></ul></div></li></ul><br/></div>",NULL
110,"<div class=""txt"">  Pour les constructions à destination d’habitation :  <ul><li>Une place par tranche entamée de 60 m2 de surface de plancher en ne dépassant pas 1,9 places par logement.</li><li>Si le projet porte sur la réalisation de logements locatifs sociaux financés avec un prêt aidé par l’Etat, il doit être réalisé au moins une place de stationnement par logement.</li><li>Toutefois pour les constructions de logements locatifs sociaux financés par un prêt aidé par l’Etat situés à moins de 500 mètres autour d’une gare ou d’une station de transport public en site propre et si la qualité de la desserte le permet, il ne sera pas exigé plus de 0,5 place par logement locatif social financé par un prêt aidé par l’Etat et pas plus d’une place pour les autres catégories de logements.</li></ul></div>",NULL
111,"<div class=""txt"">  Pour les constructions à destination de commerce :  <ul><li>Pour les constructions à destination de commerce dont la surface de plancher est inférieure ou égale à 150 m2, il n’est pas fixé de règle ;</li><li>Pour les constructions à destination de commerce dont la surface de plancher est supérieure à 150 m2 : il est imposé une place par tranche entamée de 40 m2 de surface de plancher avec un minimum de deux places de stationnement. Une place de stationnement dédiée à la livraison doit être réalisée.</li></ul></div>",NULL
112,"<div class=""txt"">  Pour les constructions à destination d’artisanat :  <ul><li>Pour les constructions à destination d’artisanat dont la surface de plancher est inférieure ou égale à 1 500 m2, il n’est pas fixé de règle ;</li><li>Pour les constructions à destination d’artisanat dont la surface de plancher est supérieure à 1 500 m2, il est imposé une place de stationnement pour les livraisons.</li></ul></div>",NULL
113,"<div class=""txt"">  Pour les constructions à destination d’hébergement hôtelier :  <ul><li>Une place de stationnement par chambre ;</li><li>Au-delà de 20 chambres, il sera réalisé deux places par tranche entamée de 20 chambres.</li></ul></div>",NULL
114,"<div class=""txt"">  Pour les constructions et installations nécessaires aux services publics ou d’intérêt collectif:  <ul><li>Le nombre de places de stationnement à réaliser doit être adapté à la nature de l’équipement, à son mode de fonctionnement, à sa localisation sur le territoire communal (proximité des transports en commun, existence de parcs publics de stationnement à proximité, etc.) et au nombre et au type d’utilisateurs concernés.</li></ul></div>",NULL
115,"<div class=""txt""> La création de places de stationnement n’est pas exigée lors de travaux de réhabilitation, surélévation, aménagement et/ou extension d’une construction existante à destination d’habitation et régulièrement édifiée à la date d’approbation du règlement du PLU (18/12/2015), dans la mesure où il n’est pas créé plus de 50m2 de surface de plancher, et où les travaux ne donnent pas lieu à la création de nouveaux logements. La suppression d’une place de stationnement ne peut être autorisée qu’à condition que la place supprimée soit récréée sur le terrain. <br/><br/></div>",NULL
116,"<div class=""txt""> Dans le cas d’une extension de plus de 50 m2 de surface de plancher ou de la création de nouveaux logements dans une construction existante, le nombre de places total après achèvement des travaux doit respecter les dispositions du 12.1.2. <br/><br/></div>",NULL
117,"<div class=""txt""> Dans le cas des travaux sur les constructions à destination autre que d’habitation, la règle à respecter en termes de stationnement ne concernera que les surfaces de plancher créées par le projet, et dans la proportion d’une place par tranche de 60 m2 dès lors que cette dernière norme est moins exigeante que celle prévue au paragraphe 12.1.2. La suppression d’une place de stationnement ne peut être autorisée qu’à condition que la place supprimée soit récréée sur le terrain. <br/><br/></div>",NULL
118,"<div class=""txt""> Pour les nouvelles constructions à destination d’habitation comportant plus de 2 logements et les nouvelles constructions à destination de bureaux, il doit être créé des espaces dédiés aux vélos. <br/><br/></div>",NULL
119,"<div class=""txt""> Ces espaces doivent être aisément accessibles, disposer des aménagements adaptés et respecter les règles suivantes : <ul><li>Pour les nouveaux bâtiments à destination d’habitation, l’espace possèdera une superficie de 0,75 m2 de surface par logement pour les logements jusqu’à deux pièces, et 1,5 m2 de surface par logement dans les autres cas, avec une superficie minimale de 3 m2 de surface ;</li><br/><li>Pour les nouveaux bâtiments à destination de bureaux, l’espace possèdera une superficie représentant 1,5 % de la surface de plancher. Cet espace peut être constitué de plusieurs emplacements.</li><br/><li>Pour les nouveaux bâtiments à destination de commerce, d’artisanat, d’hébergement hôtelier, de plus de 500 m2 de de surface de plancher : il est exigé au moins 1 place pour 10 employés. Le stationnement devra être dimensionné pour permettre l’accueil des visiteurs.</li><br/><li>La création d’un espace dédié aux vélos est également imposée pour les nouveaux équipements et installations nécessaires aux services publics ou d’intérêt collectif avec à minima 1 place pour 10 employés. La surface de l’espace de stationnement à réaliser doit être adaptée à la nature de l’équipement.</li><br/><li>Pour les nouveaux bâtiments à destination d’équipements scolaires (primaires, collèges, lycées et universités), il est imposé 1 place pour 8 à 12 élèves.</li></ul><br/></div>",NULL
120,"<div class=""txt""> Les parcs de stationnement des constructions nouvelles à destination d’habitation et de bureaux doivent comporter des places équipées pour la recharge des véhicules électriques ou hybrides. Pour le snouvelles constructions à destination d’habitation, ces dispositions s’imposent pour les parcs de stationnement liés à un programme comportant de plus de 2 logements. <br/><br/></div>",NULL
121,"<div class=""txt""> Le nombre de places équipées à réaliser doit être conforme aux dispositions des articles R.111-14-2 et R.111-14-3 du code de la construction et de l’habitation. <br/><br/></div>",NULL
122,"<div class=""txt""> Chaque emplacement doit respecter les dimensions minimales suivantes : <ul><li>longueur : 5 mètres ;</li><li>largeur : 2,50 mètres ;</li><li>longueur de dégagement : 5 mètres.</li></ul><br/></div>",NULL
123,"<div class=""txt""> Les aires de plus de 3 emplacements doivent être matérialisées au sol. <br/><br/></div>",NULL
124,"<div class=""txt""> Les rampes d’accès au sous-sol ne doivent pas modifier la voirie existante (trottoir et chaussée). <br/><br/></div>",NULL
125,"<div class=""txt""> Sauf impossibilité technique, la pente des rampes d’accès ne doit pas être supérieure à 5 % dans les 5 premiers mètres comptés à partir de l’alignement. <br/><br/></div>",NULL
126,"<div class=""txt""> Rampes d’accès pour la desserte de 3 logements et plus, et pour les constructions à destination autre que d’habitation : <ul><li>sens unique : 3,50 mètres ;</li><li>double sens desservant jusqu’à 30 places de stationnement : 3,50 mètres ;</li><li>double sens desservant plus de 30 places de stationnement : 6,00 mètres.</li></ul> Leur rayon intérieur ne peut être inférieur à 5 mètres. Le rayon extérieur doit être égal au rayon intérieur augmenté d’une largeur de 3,50 mètres pour une rampe à sens unique ou de 6 mètres pour une rampe à double sens. <br/><br/></div>",NULL
127,"<div class=""txt""> Les projets de constructions doivent être étudiés en tenant compte d’une analyse paysagère du site (le terrain et son environnement). <br/><br/></div>",NULL
128,"<div class=""txt""> Les arbres ne nécessitant pas d'être abattus pour la réalisation de la construction doivent être préservés, sauf impossibilité technique, ou sauf si leur suppression est rendue nécessaire pour la sécurité des personnes et des biens. <br/><br/></div>",NULL
129,"<div class=""txt""> Dans le secteur UCV2, 5 % au moins des espaces libres de toute construction doivent être traités en espaces verts ou éco-aménagés. <br/><br/></div>",NULL
130,"<div class=""txt""> Les espaces végétalisés sur dalle doivent comporter au moins 0,80 mètre d’épaisseur de terre végétale comportant tous les composants techniques nécessaires à la création et au maintien d’un espace vert de qualité. <br/><br/></div>",NULL
131,"<div class=""txt""> La plantation d’un arbre, d’une hauteur minimale au moment de l’implantation de 2,40 mètres, est imposée par tranche entamée de 200 m2 d’espaces libres. Sont pris en compte les arbres existants conservés ou plantés. <br/><br/></div>",NULL
132,"<div class=""txt""> Afin de préserver la biodiversité et les écosystèmes locaux, la plantation d’essences végétales locales ou indigènes devra être privilégiée au détriment d’espèces exotiques potentiellement invasives. (Se référer au cahier de recommandations mentionné en annexe). <br/><br/></div>",NULL
133,"<div class=""txt""> Tout abattage d’arbre remarquable identifié au titre de l’article L.123-1-5 III 2° est interdit, sauf état phytosanitaire qui le justifierait. <br/><br/></div>",NULL
134,"<div class=""txt""> Dans le cas où un arbre identifié au titre de l’article L.123-1-5 III, 2° du code de l’urbanisme serait abattu, il devra être remplacé par un arbre de même essence ou d’une essence susceptible de redonner une valeur paysagère équivalente. <br/><br/></div>",NULL
135,"<div class=""txt""> Toute construction nouvelle devra respecter une marge de recul minimale de 5 mètres par rapport au collet des arbres (base du tronc au niveau du sol). <br/><br/></div>",NULL
136,"<div class=""txt""> Les espaces boisés classés figurant aux documents graphiques n°1 et n°2 sont soumis aux dispositions de l'article L.130-1 du code de l'urbanisme. <br/><br/></div>",NULL
137,"<div class=""txt""> Sans objet. <br/><br/></div>",NULL
138,"<div class=""txt""> Il doit être recherché un captage solaire maximum à travers les vitrages. L’orientation sud est nettement plus favorable que les orientations est et ouest, elles-mêmes nettement plus favorables que l’orientation nord. Dans le cas de constructions avec des locaux traversants, <br/><br/></div>",NULL
139,"<div class=""txt""> l’orientation nord/sud est privilégiée à l’orientation est/ouest. Il doit être recherché un maximum de vitrage au sud. Des protections solaires devront être proposées pour le confort d’été. La création d’une véranda ou d’une serre est privilégiée au sud avec un maximum de vitrages proches de la verticale. <br/><br/></div>",NULL
140,"<div class=""txt""> Le choix de l’emplacement des murs, claustras et des plantations doit tendre à minimiser l’effet des vents dominants sur les constructions et les espaces extérieurs. <br/><br/></div>",NULL
141,"<div class=""txt""> Les nouvelles constructions à destination d’habitation de plus de 3 logements et les nouvelles constructions à destination de bureaux et d’hébergement hôtelier devront être reliées à un réseau haut débit. <br/><br/></div>",NULL
